GISJOIN,STATE,TRACTA,INCOME,ERROR
G2500130813205,Massachusetts,813205,67394,11448
G0400030000303,Arizona,303,53633,11449
G2601250160900,Michigan,160900,54904,11449
G4201330020800,Pennsylvania,20800,58065,11449
G3900350118301,Ohio,118301,23140,11450
G1201010030202,Florida,30202,45000,11450
G0100030011501,Alabama,11501,45561,11450
G1301150000900,Georgia,900,62670,11450
G4801130017808,Texas,17808,64752,11450
G5300610053202,Washington,53202,82308,11450
G4201010037200,Pennsylvania,37200,60530,11451
G4804390113911,Texas,113911,67439,11451
G0600370267100,California,267100,85396,11451
G5100410101011,Virginia,101011,94150,11451
G4804230000800,Texas,800,47674,11452
G5101650011400,Virginia,11400,56862,11452
G3400130011900,New Jersey,11900,36000,11453
G0600650046403,California,46403,53013,11453
G3600690051300,New York,51300,57240,11453
G1800970351600,Indiana,351600,60625,11453
G2400270602900,Maryland,602900,79904,11453
G1000030016601,Delaware,16601,83667,11453
G1300670030219,Georgia,30219,108099,11453
G0800590012024,Colorado,12024,113036,11453
G0600590075701,California,75701,82591,11454
G1200090060200,Florida,60200,60296,11455
G1201150001204,Florida,1204,62813,11455
G2400250303606,Maryland,303606,144261,11455
G4804390103702,Texas,103702,29688,11456
G1302150010205,Georgia,10205,52222,11456
G5300630010303,Washington,10303,70865,11456
G2500010011002,Massachusetts,11002,67756,11457
G4000170301406,Oklahoma,301406,73869,11457
G1200850001500,Florida,1500,80132,11457
G3400390039300,New Jersey,39300,40996,11458
G1901130010100,Iowa,10100,65439,11458
G1500030008929,Hawaii,8929,69310,11458
G4200170100210,Pennsylvania,100210,72026,11458
G0400130104214,Arizona,104214,83977,11458
G2800490000400,Mississippi,400,46713,11459
G0600290003807,California,3807,91250,11459
G0600850504315,California,504315,102609,11459
G3700210001300,North Carolina,1300,36661,11460
G1200570010108,Florida,10108,48125,11460
G3400230008202,New Jersey,8202,138116,11460
G3900810011300,Ohio,11300,42353,11461
G4801130012206,Texas,12206,58841,11461
G0600370481202,California,481202,64768,11461
G2000550960100,Kansas,960100,69208,11461
G3600710012200,New York,12200,102853,11461
G4500450001807,South Carolina,1807,49112,11462
G3900490007112,Ohio,7112,56964,11462
G4200910201607,Pennsylvania,201607,67500,11462
G2100590001800,Kentucky,1800,77788,11462
G2500050652400,Massachusetts,652400,39531,11463
G1600010000303,Idaho,303,52667,11463
G2200530000200,Louisiana,200,57772,11464
G3200030005353,Nevada,5353,71886,11464
G0600370197700,California,197700,36759,11465
G1302450010707,Georgia,10707,41786,11465
G4701570007200,Tennessee,7200,75962,11465
G1801270050603,Indiana,50603,99406,11465
G3200030003617,Nevada,3617,45217,11466
G1201130010900,Florida,10900,100880,11466
G0400130421602,Arizona,421602,30903,11467
G2000450001001,Kansas,1001,54444,11467
G3600810020200,New York,20200,67564,11467
G0600850501000,California,501000,38993,11468
G2100310930400,Kentucky,930400,50758,11468
G3900130011200,Ohio,11200,53882,11468
G5300330001300,Washington,1300,70764,11468
G3701190006208,North Carolina,6208,77692,11468
G0600670008507,California,8507,96011,11468
G2900470021803,Missouri,21803,98191,11468
G2000910052802,Kansas,52802,110977,11468
G2601630584500,Michigan,584500,41705,11469
G1800850962500,Indiana,962500,50513,11469
G0400190004056,Arizona,4056,53839,11469
G3400210002602,New Jersey,2602,64750,11469
G1700310814700,Illinois,814700,75329,11469
G2400210751600,Maryland,751600,90900,11469
G3300110013100,New Hampshire,13100,93715,11469
G4201290802303,Pennsylvania,802303,81970,11470
G1201010031013,Florida,31013,41833,11471
G3901330601702,Ohio,601702,56987,11471
G4100510003801,Oregon,3801,58984,11471
G4600050956600,South Dakota,956600,59097,11471
G1700310250700,Illinois,250700,31370,11472
G5300330027200,Washington,27200,57951,11472
G4500150020714,South Carolina,20714,65720,11472
G1701830010400,Illinois,10400,72500,11472
G3200030005852,Nevada,5852,74272,11472
G2700530108000,Minnesota,108000,78210,11472
G3600050037200,New York,37200,47596,11473
G5107000031702,Virginia,31702,49401,11473
G1200990007202,Florida,7202,59566,11473
G2200890060100,Louisiana,60100,76797,11473
G2500050631800,Massachusetts,631800,77746,11473
G1700310802607,Illinois,802607,110000,11473
G1201010030901,Florida,30901,36350,11474
G1700310839800,Illinois,839800,49583,11474
G3701350011800,North Carolina,11800,56250,11474
G1700190005702,Illinois,5702,56591,11474
G5101250950200,Virginia,950200,63179,11474
G5500790090600,Wisconsin,90600,68606,11474
G5501330202400,Wisconsin,202400,70086,11474
G5300610051918,Washington,51918,95500,11474
G5101850020900,Virginia,20900,26607,11475
G3600470044900,New York,44900,27643,11475
G0400130061037,Arizona,61037,82000,11475
G2800310950200,Mississippi,950200,32604,11476
G0600370128601,California,128601,43056,11476
G2500230530200,Massachusetts,530200,53871,11476
G4201010033200,Pennsylvania,33200,64408,11476
G0600390000507,California,507,58387,11478
G0600370901209,California,901209,55625,11479
G4800290191411,Texas,191411,60326,11479
G3600590522000,New York,522000,70024,11479
G1700990962400,Illinois,962400,59079,11480
G1700310804508,Illinois,804508,62986,11480
G0600370113237,California,113237,77297,11480
G2200710006300,Louisiana,6300,25917,11481
G0600370300502,California,300502,71083,11481
G3600810033401,New York,33401,74542,11481
G1301510070309,Georgia,70309,80269,11481
G2600050030200,Michigan,30200,81544,11481
G0100070010003,Alabama,10003,52659,11482
G5501350100500,Wisconsin,100500,57112,11482
G0600730006801,California,6801,59057,11482
G4700930005813,Tennessee,5813,103265,11482
G4200030488500,Pennsylvania,488500,53207,11483
G1301350050220,Georgia,50220,41307,11484
G4701630043401,Tennessee,43401,43239,11484
G4801410010312,Texas,10312,57173,11484
G5101530900904,Virginia,900904,112250,11484
G2600170280500,Michigan,280500,59483,11485
G2905100126700,Missouri,126700,22880,11486
G2900950013703,Missouri,13703,38661,11486
G0101250010404,Alabama,10404,40641,11486
G3600810035200,New York,35200,84167,11486
G1300990090400,Georgia,90400,33108,11487
G3400110030300,New Jersey,30300,35352,11487
G1600530970300,Idaho,970300,42180,11487
G3101090002300,Nebraska,2300,44771,11487
G1901030001801,Iowa,1801,44863,11487
G2600650005600,Michigan,5600,78796,11488
G3600290001500,New York,1500,26625,11489
G0100450020000,Alabama,20000,65307,11489
G4200790201000,Pennsylvania,201000,19516,11490
G0900150800700,Connecticut,800700,36976,11490
G2400150030700,Maryland,30700,84097,11490
G0600370400206,California,400206,123622,11490
G3700670003806,North Carolina,3806,62356,11491
G3800150011200,North Dakota,11200,78413,11491
G3600590301101,New York,301101,86237,11491
G4801090950300,Texas,950300,33125,11492
G4200790214500,Pennsylvania,214500,48289,11492
G4500350010504,South Carolina,10504,51705,11492
G4701890030904,Tennessee,30904,61042,11492
G2600810011405,Michigan,11405,67500,11492
G0801230002204,Colorado,2204,88235,11492
G1800570110806,Indiana,110806,97854,11492
G2601630585800,Michigan,585800,53870,11493
G0600670009316,California,9316,54417,11493
G3600810056500,New York,56500,62404,11493
G4201010012500,Pennsylvania,12500,72804,11493
G2800810951001,Mississippi,951001,46630,11494
G2600490011710,Michigan,11710,47381,11494
G2201030040502,Louisiana,40502,51875,11494
G1701930958100,Illinois,958100,52781,11494
G0600370536200,California,536200,55897,11494
G3900610000700,Ohio,700,65724,11494
G3600830052602,New York,52602,67308,11494
G5300610051912,Washington,51912,107222,11494
G0801230001202,Colorado,1202,57036,11495
G2601630554800,Michigan,554800,58125,11495
G1200990005938,Florida,5938,63915,11495
G4200030470502,Pennsylvania,470502,76159,11495
G0600370189702,California,189702,78750,11495
G1300670031117,Georgia,31117,93631,11495
G0600370273800,California,273800,94417,11495
G5300330002800,Washington,2800,119875,11495
G3600930021001,New York,21001,20469,11496
G4802130950601,Texas,950601,34856,11496
G0100970003608,Alabama,3608,44539,11496
G0600370294110,California,294110,52188,11496
G3700530110301,North Carolina,110301,66122,11496
G0600710000113,California,113,71994,11496
G1201030024411,Florida,24411,75250,11497
G1500030001201,Hawaii,1201,84667,11497
G3700670003103,North Carolina,3103,89247,11497
G1301170130307,Georgia,130307,107545,11497
G2400250303803,Maryland,303803,74923,11498
G3600810032900,New York,32900,58333,11499
G3800230954500,North Dakota,954500,54223,11500
G3600470062200,New York,62200,69231,11500
G5100590460600,Virginia,460600,159464,11500
G1200730001002,Florida,1002,42500,11501
G4201330000600,Pennsylvania,600,32336,11503
G4200790211800,Pennsylvania,211800,50125,11503
G0600590063201,California,63201,64266,11503
G0400130422211,Arizona,422211,78214,11503
G3400070605800,New Jersey,605800,86250,11503
G1700310829302,Illinois,829302,22370,11504
G2200790013000,Louisiana,13000,36591,11504
G2500170335302,Massachusetts,335302,90647,11504
G3500010001101,New Mexico,1101,51978,11505
G1700310823806,Illinois,823806,52434,11505
G4500790011419,South Carolina,11419,62250,11505
G3600590522700,New York,522700,132875,11505
G2601610405200,Michigan,405200,77819,11506
G2500050646103,Massachusetts,646103,83033,11506
G0900090140300,Connecticut,140300,31964,11507
G4801710950100,Texas,950100,56713,11507
G5105700830300,Virginia,830300,65772,11507
G0800350014204,Colorado,14204,102462,11507
G3700190020510,North Carolina,20510,38922,11508
G1200860018400,Florida,18400,53125,11508
G0600130317000,California,317000,70793,11508
G2900950012804,Missouri,12804,51168,11509
G0400130422631,Arizona,422631,62799,11509
G3601190008403,New York,8403,98750,11509
G5501010000903,Wisconsin,903,60163,11511
G3400050700702,New Jersey,700702,62130,11511
G3900890756201,Ohio,756201,79044,11511
G0600810603300,California,603300,110063,11511
G1700310050800,Illinois,50800,111190,11511
G1302150011400,Georgia,11400,30125,11512
G0600990002901,California,2901,64464,11512
G4800850031653,Texas,31653,88561,11512
G4800290110300,Texas,110300,39331,11513
G4701650020503,Tennessee,20503,62400,11513
G3100550007438,Nebraska,7438,66705,11513
G0601130010302,California,10302,81853,11513
G1900130001800,Iowa,1800,23864,11514
G0100490961200,Alabama,961200,62212,11514
G4802330950700,Texas,950700,25750,11515
G3701570041500,North Carolina,41500,49145,11515
G0600710007403,California,7403,50133,11515
G4100390001700,Oregon,1700,58382,11515
G4100670032604,Oregon,32604,58600,11515
G3600790010300,New York,10300,80324,11515
G5300630010305,Washington,10305,80744,11515
G0600370601900,California,601900,39668,11516
G2405100130100,Maryland,130100,28095,11517
G4200690102300,Pennsylvania,102300,36923,11517
G3400130007000,New Jersey,7000,45051,11517
G1301210001700,Georgia,1700,60069,11517
G2100370050400,Kentucky,50400,71310,11517
G0600870121700,California,121700,76353,11517
G4804390113814,Texas,113814,156726,11517
G3700770970300,North Carolina,970300,36146,11518
G1700310550100,Illinois,550100,56445,11518
G3600690050202,New York,50202,74772,11518
G0600370104704,California,104704,53145,11519
G0600710011206,California,11206,53466,11519
G4803090003801,Texas,3801,83770,11519
G3901530530604,Ohio,530604,84150,11519
G0201700001004,Alaska,1004,95449,11519
G3600470025800,New York,25800,41375,11521
G5105500021301,Virginia,21301,79150,11521
G4801210021527,Texas,21527,137095,11521
G2400250306200,Maryland,306200,48494,11522
G1701970883606,Illinois,883606,67969,11522
G2400330800106,Maryland,800106,90855,11522
G0800410007900,Colorado,7900,91750,11522
G2601390022107,Michigan,22107,56375,11523
G2500170368800,Massachusetts,368800,62004,11523
G3900550312203,Ohio,312203,77026,11523
G1500030010901,Hawaii,10901,129330,11523
G0101010001500,Alabama,1500,32361,11524
G4200710013902,Pennsylvania,13902,67228,11524
G4803670140705,Texas,140705,81384,11524
G0600650940100,California,940100,33750,11525
G4001410070300,Oklahoma,70300,43846,11525
G1302670950400,Georgia,950400,47567,11525
G3400270046000,New Jersey,46000,56484,11525
G0600650045224,California,45224,58050,11525
G5300110040711,Washington,40711,62939,11525
G4801870210714,Texas,210714,78604,11525
G3700250041302,North Carolina,41302,95719,11525
G4804730680100,Texas,680100,96955,11525
G0600010430600,California,430600,101589,11525
G5100870200700,Virginia,200700,39766,11527
G3900030011800,Ohio,11800,62358,11527
G2400250305300,Maryland,305300,71406,11527
G0600650040604,California,40604,83819,11527
G1700150960300,Illinois,960300,32392,11528
G3701230960402,North Carolina,960402,42955,11528
G4200410011605,Pennsylvania,11605,80230,11528
G3900610020403,Ohio,20403,85556,11528
G0400190940800,Arizona,940800,29219,11529
G1700310823602,Illinois,823602,57245,11529
G2700030050605,Minnesota,50605,78339,11529
G0600010441925,California,441925,120711,11529
G0800310002602,Colorado,2602,77500,11530
G0800690001113,Colorado,1113,92406,11530
G2405100070100,Maryland,70100,33750,11531
G0600250011100,California,11100,37661,11531
G0600590089104,California,89104,46949,11531
G0900010080200,Connecticut,80200,58480,11531
G5501330200700,Wisconsin,200700,92788,11531
G3500510962401,New Mexico,962401,42019,11532
G3600050045600,New York,45600,79257,11532
G4200910203104,Pennsylvania,203104,118375,11532
G1201030023100,Florida,23100,43200,11533
G3700130930502,North Carolina,930502,43563,11533
G1700970864516,Illinois,864516,121583,11533
G1201030027401,Florida,27401,39000,11534
G0601110000701,California,701,44583,11534
G4801130007913,Texas,7913,73792,11534
G0900090348122,Connecticut,348122,133606,11534
G2500090209200,Massachusetts,209200,147500,11534
G3700410930102,North Carolina,930102,52083,11535
G1200810001910,Florida,1910,70787,11535
G1900170004000,Iowa,4000,41625,11537
G0600370190100,California,190100,42470,11537
G0600810610202,California,610202,59844,11537
G1201030027604,Florida,27604,64909,11537
G2100150070502,Kentucky,70502,65625,11537
G3601030146003,New York,146003,79261,11537
G1700310801603,Illinois,801603,46910,11538
G3400290735002,New Jersey,735002,77068,11538
G1701430003401,Illinois,3401,88842,11538
G1700310812000,Illinois,812000,101806,11538
G1500030000110,Hawaii,110,124250,11538
G0600290000505,California,505,83500,11539
G5400510020900,West Virginia,20900,54191,11540
G0600130309000,California,309000,64722,11540
G3200310003202,Nevada,3202,70809,11540
G3400050701700,New Jersey,701700,76250,11540
G0800350014116,Colorado,14116,100038,11540
G4100510008901,Oregon,8901,62288,11541
G1201030023200,Florida,23200,65282,11541
G3900350130104,Ohio,130104,109408,11541
G4200910203804,Pennsylvania,203804,39342,11542
G5108400000201,Virginia,201,61211,11542
G0601010050403,California,50403,78102,11543
G3600850017009,New York,17009,104393,11543
G4200890300202,Pennsylvania,300202,51698,11544
G5300570951700,Washington,951700,60750,11544
G5400330031700,West Virginia,31700,46875,11545
G1201090020707,Florida,20707,54511,11545
G2405100130700,Maryland,130700,57368,11545
G1200110080406,Florida,80406,74500,11545
G5300350090102,Washington,90102,79032,11545
G4802790950500,Texas,950500,43973,11546
G5300110040415,Washington,40415,60000,11546
G3600550007802,New York,7802,86161,11546
G3600590411800,New York,411800,101170,11546
G3700970061501,North Carolina,61501,50750,11547
G1301210011100,Georgia,11100,51848,11547
G0600970153403,California,153403,70750,11547
G2200510024900,Louisiana,24900,37125,11548
G2600810013300,Michigan,13300,47883,11548
