GISJOIN,STATE,TRACTA,TOTAL,BLACK_AA_Count,BLACK_AA_Percentage
G1801750967400,Indiana,967400,4349,0,0
G1801750967700,Indiana,967700,6743,0,0
G1801770010300,Indiana,10300,3312,0,0
G1801790040100,Indiana,40100,5814,0,0
G1801790040700,Indiana,40700,3740,0,0
G1801810958100,Indiana,958100,2412,0,0
G1801810958400,Indiana,958400,2166,0,0
G1801810958600,Indiana,958600,4970,0,0
G1801810958800,Indiana,958800,3140,0,0
G1801830050200,Indiana,50200,4979,0,0
G1801830050700,Indiana,50700,3192,0,0
G1800690961700,Indiana,961700,4390,1,0.02
G1800870970200,Indiana,970200,5150,1,0.02
G1800890042609,Indiana,42609,9082,2,0.02
G1800950010200,Indiana,10200,4808,1,0.02
G1800590410800,Indiana,410800,9431,3,0.03
G1800590411000,Indiana,411000,5866,2,0.03
G1800850961200,Indiana,961200,5910,2,0.03
G1800930951100,Indiana,951100,3017,1,0.03
G1801510971200,Indiana,971200,3457,1,0.03
G1801630003400,Indiana,3400,2991,1,0.03
G1801750967500,Indiana,967500,2955,1,0.03
G1800030011100,Indiana,11100,2805,1,0.04
G1800150959400,Indiana,959400,2686,1,0.04
G1800190050801,Indiana,50801,6790,3,0.04
G1800330020100,Indiana,20100,4495,2,0.04
G1800370953500,Indiana,953500,4760,2,0.04
G1800730101000,Indiana,101000,5647,2,0.04
G1801090510300,Indiana,510300,4917,2,0.04
G1801330956500,Indiana,956500,5522,2,0.04
G1800110810100,Indiana,810100,3682,2,0.05
G1800430071200,Indiana,71200,2211,1,0.05
G1800950011400,Indiana,11400,3856,2,0.05
G1801450710200,Indiana,710200,5535,3,0.05
G1800030010900,Indiana,10900,6590,4,0.06
G1800050010500,Indiana,10500,5101,3,0.06
G1800450958000,Indiana,958000,3218,2,0.06
G1800810610603,Indiana,610603,6693,4,0.06
G1800870970700,Indiana,970700,3140,2,0.06
G1801490954000,Indiana,954000,3472,2,0.06
G1801590020200,Indiana,20200,3219,2,0.06
G1800490953400,Indiana,953400,2669,2,0.07
G1801110100500,Indiana,100500,3056,2,0.07
G1801130972000,Indiana,972000,3012,2,0.07
G1801470952700,Indiana,952700,7522,5,0.07
G1800550954900,Indiana,954900,5041,4,0.08
G1800610060400,Indiana,60400,7476,6,0.08
G1800990020600,Indiana,20600,5277,4,0.08
G1801130971800,Indiana,971800,3714,3,0.08
G1801510970800,Indiana,970800,3910,3,0.08
G1801730030200,Indiana,30200,3692,3,0.08
G1801730030400,Indiana,30400,2616,2,0.08
G1800070100100,Indiana,100100,3299,3,0.09
G1800190050803,Indiana,50803,5584,5,0.09
G1800330020602,Indiana,20602,4696,4,0.09
G1801450710800,Indiana,710800,4702,4,0.09
G1801770010500,Indiana,10500,2291,2,0.09
G1800190050804,Indiana,50804,4051,4,0.1
G1800250952000,Indiana,952000,4161,4,0.1
G1801430967000,Indiana,967000,5772,6,0.1
G1801690102700,Indiana,102700,4185,4,0.1
G1800410954000,Indiana,954000,3758,4,0.11
G1800530010800,Indiana,10800,4613,5,0.11
G1801070957500,Indiana,957500,3724,4,0.11
G1801210030400,Indiana,30400,4628,5,0.11
G1801470952900,Indiana,952900,2761,3,0.11
G1800210040100,Indiana,40100,4916,6,0.12
G1801510971600,Indiana,971600,4244,5,0.12
G1801830050300,Indiana,50300,5729,7,0.12
G1800250951900,Indiana,951900,3776,5,0.13
G1800910042900,Indiana,42900,3776,5,0.13
G1800930951200,Indiana,951200,6380,8,0.13
G1800950010100,Indiana,10100,3029,4,0.13
G1801090510600,Indiana,510600,8186,11,0.13
G1801250954200,Indiana,954200,2970,4,0.13
G1801550965900,Indiana,965900,3066,4,0.13
G1801790040200,Indiana,40200,3879,5,0.13
G1800190050704,Indiana,50704,6290,9,0.14
G1800570110201,Indiana,110201,4173,6,0.14
G1800850962500,Indiana,962500,2856,4,0.14
G1801570010902,Indiana,10902,4350,6,0.14
G1801770010700,Indiana,10700,4142,6,0.14
G1801370968700,Indiana,968700,3329,5,0.15
G1800010030500,Indiana,30500,6219,10,0.16
G1800330020300,Indiana,20300,4264,7,0.16
G1800570111004,Indiana,111004,3195,5,0.16
G1800650975900,Indiana,975900,4351,7,0.16
G1801330956400,Indiana,956400,7072,11,0.16
G1800750963300,Indiana,963300,2327,4,0.17
G1801130972300,Indiana,972300,4798,8,0.17
G1801690102900,Indiana,102900,3554,6,0.17
G1800810611200,Indiana,611200,4484,8,0.18
G1801770010600,Indiana,10600,4362,8,0.18
G1800310969300,Indiana,969300,3177,6,0.19
G1801090510800,Indiana,510800,3624,7,0.19
G1801110100600,Indiana,100600,2627,5,0.19
G1801830050100,Indiana,50100,5317,10,0.19
G1800010030200,Indiana,30200,4996,10,0.2
G1800310969000,Indiana,969000,5369,11,0.2
G1801070956700,Indiana,956700,3434,7,0.2
G1801070956800,Indiana,956800,2975,6,0.2
G1801130972100,Indiana,972100,4536,9,0.2
G1801150965800,Indiana,965800,3423,7,0.2
G1801610960700,Indiana,960700,4036,8,0.2
G1800230950300,Indiana,950300,5185,11,0.21
G1800810610201,Indiana,610201,4748,10,0.21
G1801090510500,Indiana,510500,4317,9,0.21
G1801730030705,Indiana,30705,8221,17,0.21
G1800230950700,Indiana,950700,3646,8,0.22
G1800350002301,Indiana,2301,3667,8,0.22
G1800510050100,Indiana,50100,4017,9,0.22
G1800550954702,Indiana,954702,3583,8,0.22
G1800770966100,Indiana,966100,6274,14,0.22
G1801070956900,Indiana,956900,5099,11,0.22
G1800830955200,Indiana,955200,5966,14,0.23
G1801490954200,Indiana,954200,3933,9,0.23
G1801070957300,Indiana,957300,4441,11,0.25
G1800230950100,Indiana,950100,3124,8,0.26
G1800650976800,Indiana,976800,3839,10,0.26
G1800770966200,Indiana,966200,4907,13,0.26
G1800890040900,Indiana,40900,6802,18,0.26
G1800890043403,Indiana,43403,7037,18,0.26
G1800930951300,Indiana,951300,3488,9,0.26
G1800950010500,Indiana,10500,3516,9,0.26
G1800990020101,Indiana,20101,5404,14,0.26
G1801270051006,Indiana,51006,4539,12,0.26
G1801570010600,Indiana,10600,5788,15,0.26
G1801810958500,Indiana,958500,3475,9,0.26
G1800170951100,Indiana,951100,2995,8,0.27
G1800810610500,Indiana,610500,8245,22,0.27
G1800850962400,Indiana,962400,3761,10,0.27
G1801050001103,Indiana,1103,2976,8,0.27
G1801450710300,Indiana,710300,4753,13,0.27
G1800670001000,Indiana,1000,1781,5,0.28
G1800670010100,Indiana,10100,6511,18,0.28
G1800890043201,Indiana,43201,3601,10,0.28
G1800990020301,Indiana,20301,3982,11,0.28
G1801290040100,Indiana,40100,5652,16,0.28
G1801490953900,Indiana,953900,2108,6,0.28
G1800050011000,Indiana,11000,5231,15,0.29
G1800650975600,Indiana,975600,4555,13,0.29
G1801410012200,Indiana,12200,3086,9,0.29
G1800310969400,Indiana,969400,5707,17,0.3
G1800350002500,Indiana,2500,5332,16,0.3
G1800550954701,Indiana,954701,4724,14,0.3
G1800850962200,Indiana,962200,4843,15,0.31
G1801050001402,Indiana,1402,5749,18,0.31
G1800330020200,Indiana,20200,4679,15,0.32
G1800610060300,Indiana,60300,5019,16,0.32
G1800910041700,Indiana,41700,3409,11,0.32
G1801010950200,Indiana,950200,3475,11,0.32
G1801450710601,Indiana,710601,3117,10,0.32
G1800970381002,Indiana,381002,3017,10,0.33
G1801270050203,Indiana,50203,6405,21,0.33
G1800110810500,Indiana,810500,6432,22,0.34
G1800830955700,Indiana,955700,4684,16,0.34
G1800910041800,Indiana,41800,6141,21,0.34
G1800930950800,Indiana,950800,3496,12,0.34
G1801030952000,Indiana,952000,4667,16,0.34
G1801090510402,Indiana,510402,5577,19,0.34
G1801390974300,Indiana,974300,3550,12,0.34
G1800030011205,Indiana,11205,3465,12,0.35
G1800870970100,Indiana,970100,6868,24,0.35
G1800910042500,Indiana,42500,5178,18,0.35
G1800130974900,Indiana,974900,4466,16,0.36
G1800590410100,Indiana,410100,4114,15,0.36
G1801070957100,Indiana,957100,4682,17,0.36
G1801770010400,Indiana,10400,3349,12,0.36
G1800970340800,Indiana,340800,1631,6,0.37
G1800470969600,Indiana,969600,6322,24,0.38
G1801690102800,Indiana,102800,3411,13,0.38
G1801290040200,Indiana,40200,2336,9,0.39
G1801410011405,Indiana,11405,3810,15,0.39
G1801710951100,Indiana,951100,3857,15,0.39
G1800350002602,Indiana,2602,2778,11,0.4
G1800690961800,Indiana,961800,3027,12,0.4
G1801270051102,Indiana,51102,4545,18,0.4
G1801590020400,Indiana,20400,6684,27,0.4
G1800430071003,Indiana,71003,6878,28,0.41
G1801010950300,Indiana,950300,4168,17,0.41
G1801190955900,Indiana,955900,4592,19,0.41
G1801410010800,Indiana,10800,4575,19,0.42
G1801510971500,Indiana,971500,3327,14,0.42
G1801670010500,Indiana,10500,2405,10,0.42
G1801730030500,Indiana,30500,7063,30,0.42
G1800170951600,Indiana,951600,5858,25,0.43
G1801370968400,Indiana,968400,7164,31,0.43
G1800390001100,Indiana,1100,5204,23,0.44
G1800530010400,Indiana,10400,2722,12,0.44
G1800890042901,Indiana,42901,6346,28,0.44
G1800190050902,Indiana,50902,4666,21,0.45
G1800250952100,Indiana,952100,2661,12,0.45
G1801350951800,Indiana,951800,2649,12,0.45
G1801450710100,Indiana,710100,3971,18,0.45
G1800390001502,Indiana,1502,6591,30,0.46
G1800470969800,Indiana,969800,5407,25,0.46
G1800810610702,Indiana,610702,6152,28,0.46
G1800810610801,Indiana,610801,7184,33,0.46
G1800330020601,Indiana,20601,3180,15,0.47
G1800370953400,Indiana,953400,5737,27,0.47
G1801110100700,Indiana,100700,2364,11,0.47
G1800370953700,Indiana,953700,7092,34,0.48
G1800530010100,Indiana,10100,6054,29,0.48
G1800810610701,Indiana,610701,13327,64,0.48
G1800050011200,Indiana,11200,5505,27,0.49
G1800490953100,Indiana,953100,6101,30,0.49
G1800510050200,Indiana,50200,8381,41,0.49
G1800810610605,Indiana,610605,5329,26,0.49
G1800810610802,Indiana,610802,7704,38,0.49
G1801470952800,Indiana,952800,3078,15,0.49
G1801510971300,Indiana,971300,5216,26,0.5
G1800030010100,Indiana,10100,5077,26,0.51
G1800030010604,Indiana,10604,2932,15,0.51
G1800910041900,Indiana,41900,5924,30,0.51
G1801030952700,Indiana,952700,7117,36,0.51
G1800430070301,Indiana,70301,2884,15,0.52
G1801050001401,Indiana,1401,2103,11,0.52
G1801270050300,Indiana,50300,6840,36,0.53
G1801550965800,Indiana,965800,3006,16,0.53
G1800550955300,Indiana,955300,4037,22,0.54
G1800610060500,Indiana,60500,5771,31,0.54
G1800850962300,Indiana,962300,5560,30,0.54
G1801710951000,Indiana,951000,4412,24,0.54
G1800390000802,Indiana,802,9262,51,0.55
G1800570110401,Indiana,110401,4025,22,0.55
G1800730100800,Indiana,100800,5269,29,0.55
G1800990020800,Indiana,20800,5079,28,0.55
G1801130972500,Indiana,972500,6920,38,0.55
G1801270051007,Indiana,51007,7208,40,0.55
G1801570010201,Indiana,10201,5292,29,0.55
G1800030010400,Indiana,10400,3748,21,0.56
G1801170951700,Indiana,951700,3190,18,0.56
G1801470953000,Indiana,953000,3936,22,0.56
G1801750967600,Indiana,967600,4288,24,0.56
G1800050011400,Indiana,11400,4529,26,0.57
G1800690961900,Indiana,961900,4400,25,0.57
G1801050000800,Indiana,800,5794,33,0.57
G1800050011500,Indiana,11500,8571,50,0.58
G1800810610900,Indiana,610900,4848,28,0.58
G1800910041600,Indiana,41600,6354,37,0.58
G1801050001305,Indiana,1305,2200,13,0.59
G1800030011801,Indiana,11801,4013,24,0.6
G1800050010300,Indiana,10300,3487,21,0.6
G1800330020500,Indiana,20500,6033,36,0.6
G1800430070600,Indiana,70600,2501,15,0.6
G1800750962700,Indiana,962700,3360,20,0.6
G1800750963000,Indiana,963000,2183,13,0.6
G1800350002601,Indiana,2601,7098,43,0.61
G1800710968100,Indiana,968100,4267,26,0.61
G1800430071101,Indiana,71101,5624,35,0.62
G1800610060100,Indiana,60100,6601,41,0.62
G1800710967902,Indiana,967902,3076,19,0.62
G1801510971400,Indiana,971400,5284,33,0.62
G1800350002200,Indiana,2200,6309,40,0.63
G1800350002302,Indiana,2302,3965,25,0.63
G1800930950600,Indiana,950600,7459,47,0.63
G1801290040400,Indiana,40400,5581,35,0.63
G1800330020400,Indiana,20400,7322,47,0.64
G1800430071104,Indiana,71104,4553,29,0.64
G1800290080600,Indiana,80600,6818,44,0.65
G1800630211100,Indiana,211100,3699,24,0.65
G1801070957400,Indiana,957400,4483,29,0.65
G1800410954500,Indiana,954500,3946,26,0.66
G1800530010700,Indiana,10700,5579,37,0.66
G1801130972400,Indiana,972400,4762,32,0.67
G1800450957700,Indiana,957700,2316,16,0.69
G1800570111003,Indiana,111003,4923,34,0.69
G1801670010600,Indiana,10600,6227,43,0.69
G1800390000900,Indiana,900,7862,55,0.7
G1800690961300,Indiana,961300,4546,32,0.7
G1801310959000,Indiana,959000,3585,25,0.7
G1800350002401,Indiana,2401,5241,37,0.71
G1800570110906,Indiana,110906,6311,45,0.71
G1801350952000,Indiana,952000,2971,21,0.71
G1800210040400,Indiana,40400,4174,30,0.72
G1800390000700,Indiana,700,7214,52,0.72
G1800510050300,Indiana,50300,5270,38,0.72
G1800590410700,Indiana,410700,5843,42,0.72
G1801090510702,Indiana,510702,5941,43,0.72
G1801270050604,Indiana,50604,8233,59,0.72
G1800030011202,Indiana,11202,3168,23,0.73
G1800850960900,Indiana,960900,3161,23,0.73
G1801830050400,Indiana,50400,7157,52,0.73
G1800730101100,Indiana,101100,3771,28,0.74
G1800810611100,Indiana,611100,3664,27,0.74
G1801690102600,Indiana,102600,3088,23,0.74
G1800430071004,Indiana,71004,4639,35,0.75
G1801410011801,Indiana,11801,1332,10,0.75
G1801650020100,Indiana,20100,3314,25,0.75
G1800150959500,Indiana,959500,2365,18,0.76
G1800550955400,Indiana,955400,3294,25,0.76
G1801270050602,Indiana,50602,4628,35,0.76
G1801630003000,Indiana,3000,4845,37,0.76
G1801670011000,Indiana,11000,3796,29,0.76
G1801770010100,Indiana,10100,2628,20,0.76
G1800650975700,Indiana,975700,4272,33,0.77
G1801410010400,Indiana,10400,3368,26,0.77
G1800690962000,Indiana,962000,4218,33,0.78
G1800950011300,Indiana,11300,2560,20,0.78
G1800410954200,Indiana,954200,3181,25,0.79
G1800750963100,Indiana,963100,4171,33,0.79
G1800950010300,Indiana,10300,2873,23,0.8
G1800050010200,Indiana,10200,4343,35,0.81
G1801410011602,Indiana,11602,7511,61,0.81
G1801830050600,Indiana,50600,1982,16,0.81
G1800030010202,Indiana,10202,6083,50,0.82
G1800430071103,Indiana,71103,4147,34,0.82
G1800510050401,Indiana,50401,3519,29,0.82
G1800930951000,Indiana,951000,3370,28,0.83
G1800990020400,Indiana,20400,2889,24,0.83
G1800350001400,Indiana,1400,1894,16,0.84
G1800850962000,Indiana,962000,4875,41,0.84
G1801450710500,Indiana,710500,4401,37,0.84
G1801730030600,Indiana,30600,6397,54,0.84
G1801650020500,Indiana,20500,4752,41,0.86
G1800070100300,Indiana,100300,2403,21,0.87
G1800790960500,Indiana,960500,2427,21,0.87
G1800850961300,Indiana,961300,3322,29,0.87
G1800090975400,Indiana,975400,3305,29,0.88
G1800390001400,Indiana,1400,9771,86,0.88
G1800890042607,Indiana,42607,6741,59,0.88
G1801410011601,Indiana,11601,8543,75,0.88
G1801790040500,Indiana,40500,2736,24,0.88
G1800030011607,Indiana,11607,5422,48,0.89
G1800390000400,Indiana,400,4831,43,0.89
G1801630003100,Indiana,3100,2576,23,0.89
G1801350951400,Indiana,951400,2335,21,0.9
G1800030011201,Indiana,11201,2209,20,0.91
G1800950011100,Indiana,11100,3838,35,0.91
G1801630010203,Indiana,10203,8903,81,0.91
G1801410010500,Indiana,10500,3246,30,0.92
G1801810958700,Indiana,958700,2907,27,0.93
G1801570005500,Indiana,5500,4364,41,0.94
G1800310969100,Indiana,969100,3383,32,0.95
G1800030011609,Indiana,11609,6255,60,0.96
G1801670010201,Indiana,10201,4540,44,0.97
G1801810958200,Indiana,958200,2882,28,0.97
G1800630210501,Indiana,210501,6850,67,0.98
G1801050000901,Indiana,901,3262,32,0.98
G1800110810400,Indiana,810400,5638,56,0.99
G1800570110404,Indiana,110404,5366,53,0.99
G1800830955000,Indiana,955000,3121,31,0.99
G1800970380501,Indiana,380501,2610,26,1
G1801290040300,Indiana,40300,2588,26,1
G1801370968500,Indiana,968500,4593,46,1
G1800810610606,Indiana,610606,5171,52,1.01
G1801270051002,Indiana,51002,8662,88,1.02
G1800210040200,Indiana,40200,6828,70,1.03
G1800890042902,Indiana,42902,6705,69,1.03
G1800890043102,Indiana,43102,7692,79,1.03
G1801670010202,Indiana,10202,3307,34,1.03
G1800390000600,Indiana,600,10082,105,1.04
G1800890041100,Indiana,41100,2203,23,1.04
G1800030010500,Indiana,10500,2673,28,1.05
G1800370953800,Indiana,953800,6169,65,1.05
G1800970380902,Indiana,380902,5817,61,1.05
G1800110810604,Indiana,810604,6086,66,1.08
G1800690961400,Indiana,961400,3720,40,1.08
G1800850962100,Indiana,962100,7882,85,1.08
G1800890040801,Indiana,40801,3928,43,1.09
G1801010950100,Indiana,950100,2576,28,1.09
G1801050000302,Indiana,302,3207,35,1.09
G1801790040600,Indiana,40600,4022,44,1.09
G1800230950600,Indiana,950600,3357,37,1.1
G1800570110508,Indiana,110508,10820,119,1.1
G1800970321300,Indiana,321300,2455,27,1.1
G1800390001300,Indiana,1300,6786,75,1.11
G1800650976700,Indiana,976700,4673,52,1.11
G1801570005102,Indiana,5102,5221,58,1.11
G1800150959600,Indiana,959600,3392,38,1.12
G1800950011501,Indiana,11501,4568,51,1.12
G1800450957800,Indiana,957800,3729,42,1.13
G1801050001200,Indiana,1200,6119,69,1.13
G1800570111101,Indiana,111101,3758,43,1.14
G1800170951500,Indiana,951500,4790,55,1.15
G1800630211000,Indiana,211000,6023,69,1.15
G1801270050202,Indiana,50202,6881,79,1.15
G1801290040500,Indiana,40500,3205,37,1.15
G1801770010200,Indiana,10200,3140,36,1.15
G1800950011000,Indiana,11000,1894,22,1.16
G1801790040400,Indiana,40400,3531,41,1.16
G1800170950900,Indiana,950900,4950,59,1.19
G1801830050500,Indiana,50500,5125,61,1.19
G1801690102500,Indiana,102500,4419,53,1.2
G1800990020202,Indiana,20202,2800,34,1.21
G1801310958900,Indiana,958900,2816,34,1.21
G1800390000301,Indiana,301,4085,50,1.22
G1800530010200,Indiana,10200,4272,52,1.22
G1800670010200,Indiana,10200,5820,71,1.22
G1800890042704,Indiana,42704,4518,55,1.22
G1800890042605,Indiana,42605,8315,102,1.23
G1800970342400,Indiana,342400,1630,20,1.23
G1801630000400,Indiana,400,2274,28,1.23
G1800650975800,Indiana,975800,4536,57,1.26
G1800910041500,Indiana,41500,5052,64,1.27
G1801430967100,Indiana,967100,5503,70,1.27
G1800990020702,Indiana,20702,3104,40,1.29
G1801090510701,Indiana,510701,3266,42,1.29
G1801230952400,Indiana,952400,4197,54,1.29
G1800570110907,Indiana,110907,5623,73,1.3
G1801190955800,Indiana,955800,3760,49,1.3
G1800510050402,Indiana,50402,4345,57,1.31
G1800910042100,Indiana,42100,5811,76,1.31
G1800970380800,Indiana,380800,2605,34,1.31
G1801050001301,Indiana,1301,5780,76,1.31
G1800670010300,Indiana,10300,3856,51,1.32
G1800710967500,Indiana,967500,8577,116,1.35
G1800890041302,Indiana,41302,2513,34,1.35
G1801570010204,Indiana,10204,12983,175,1.35
G1801170951300,Indiana,951300,3392,46,1.36
G1800050011300,Indiana,11300,5986,82,1.37
G1801690102200,Indiana,102200,6152,85,1.38
G1800630210103,Indiana,210103,3808,53,1.39
G1800390000200,Indiana,200,7486,105,1.4
G1800030000600,Indiana,600,1699,24,1.41
G1800490953300,Indiana,953300,1965,28,1.42
G1800890041800,Indiana,41800,6195,88,1.42
G1801630002300,Indiana,2300,2754,39,1.42
G1801270050103,Indiana,50103,8162,117,1.43
G1801330956200,Indiana,956200,5318,76,1.43
G1800390001200,Indiana,1200,5084,73,1.44
G1800410954100,Indiana,954100,2577,37,1.44
G1800990020201,Indiana,20201,4244,61,1.44
G1801730030702,Indiana,30702,7343,106,1.44
G1800130974800,Indiana,974800,4409,64,1.45
G1801410012000,Indiana,12000,3850,56,1.45
G1800570110905,Indiana,110905,4394,64,1.46
G1800890043002,Indiana,43002,5609,82,1.46
G1800390000302,Indiana,302,6473,95,1.47
G1801550965700,Indiana,965700,4545,67,1.47
G1800390001902,Indiana,1902,4118,61,1.48
G1800570110812,Indiana,110812,6599,98,1.49
G1800730101300,Indiana,101300,3701,55,1.49
G1801050000700,Indiana,700,3021,45,1.49
G1800230950500,Indiana,950500,4731,71,1.5
G1800790960200,Indiana,960200,5080,76,1.5
